period,metric_name,metric_value,metric_note
2025-01,lead_time_days_median,39.79954861111111,
2025-11,lead_time_days_median,28.996631944444445,
2022-02,lead_time_days_min,0.9408796296296297,
2022-03,lead_time_days_min,0.09877314814814815,
2022-04,lead_time_days_min,8.05988425925926,
2022-09,lead_time_days_min,0.15839120370370371,
2022-11,lead_time_days_min,0.14391203703703703,
2023-01,lead_time_days_min,0.035729166666666666,
2023-02,lead_time_days_min,0.5215393518518519,
2023-03,lead_time_days_min,0.4858796296296296,
2023-09,lead_time_days_min,0.08457175925925926,
2024-12,lead_time_days_min,0.9201851851851852,
2025-01,lead_time_days_min,4.301157407407407,
2025-11,lead_time_days_min,20.228229166666665,
2022-02,lead_time_days_max,21.802534722222223,
2022-03,lead_time_days_max,15.188738425925926,
2022-04,lead_time_days_max,11.944409722222222,
2022-09,lead_time_days_max,3.9595023148148147,
2022-11,lead_time_days_max,8.062372685185185,
2023-01,lead_time_days_max,2.0601041666666666,
2023-02,lead_time_days_max,32.07782407407407,
2023-03,lead_time_days_max,1.4168402777777778,
2023-09,lead_time_days_max,10.983090277777778,
2024-12,lead_time_days_max,2.1758217592592595,
2025-01,lead_time_days_max,54.766539351851854,
2025-11,lead_time_days_max,29.989953703703705,
2022-01,recovery_time_days_mean,9.754155092592592,
2022-02,recovery_time_days_mean,22.186752260981912,
2022-03,recovery_time_days_mean,25.815155723905722,
2022-04,recovery_time_days_mean,48.69379665242165,
2022-05,recovery_time_days_mean,20.968000121832358,
2022-06,recovery_time_days_mean,50.03652644230769,
2022-07,recovery_time_days_mean,35.7879580026455,
2022-08,recovery_time_days_mean,62.6445625179443,
2022-09,recovery_time_days_mean,49.62266840277778,
2022-10,recovery_time_days_mean,61.80304249490316,
2022-11,recovery_time_days_mean,69.13773404211734,
2022-12,recovery_time_days_mean,68.3235999228395,
2023-01,recovery_time_days_mean,78.44724252278071,
2023-02,recovery_time_days_mean,112.16188605967078,
2023-03,recovery_time_days_mean,85.14818287037038,
2023-04,recovery_time_days_mean,88.23295401936026,
2023-05,recovery_time_days_mean,62.46256590792181,
2023-06,recovery_time_days_mean,97.66312451774691,
2023-07,recovery_time_days_mean,81.70603867980884,
2023-08,recovery_time_days_mean,100.28529863106641,
2023-09,recovery_time_days_mean,105.52719085038987,
2023-10,recovery_time_days_mean,99.53621281828704,
2023-11,recovery_time_days_mean,104.25390385049683,
2023-12,recovery_time_days_mean,84.07507485812427,
2024-01,recovery_time_days_mean,168.1751748294347,
2024-02,recovery_time_days_mean,115.23256988960114,
2024-03,recovery_time_days_mean,269.9828094198029,
2024-04,recovery_time_days_mean,97.5369017094017,
2024-05,recovery_time_days_mean,181.27497902199073,
2024-06,recovery_time_days_mean,153.30291628405266,
2024-07,recovery_time_days_mean,249.3461364026063,
2024-08,recovery_time_days_mean,202.13792407407408,
2024-09,recovery_time_days_mean,372.4296166087963,
2024-10,recovery_time_days_mean,138.54211516203705,
2024-11,recovery_time_days_mean,105.56400946969697,
2024-12,recovery_time_days_mean,142.47570119598765,
2025-01,recovery_time_days_mean,269.9256375144676,
2025-02,recovery_time_days_mean,329.84510117102394,
2025-03,recovery_time_days_mean,166.71220819304153,
2025-04,recovery_time_days_mean,237.65861709770112,
2025-05,recovery_time_days_mean,185.2526763554792,
2025-06,recovery_time_days_mean,214.29980970860566,
2025-07,recovery_time_days_mean,192.60724583333334,
2025-08,recovery_time_days_mean,190.02438746438747,
2025-09,recovery_time_days_mean,207.0330183867811,
2025-10,recovery_time_days_mean,276.6891765702558,
2025-11,recovery_time_days_mean,273.0747944046197,
2025-12,recovery_time_days_mean,304.9898812585734,
2022-01,recovery_time_days_median,11.331857638888888,
2022-02,recovery_time_days_median,24.224155092592593,
2022-03,recovery_time_days_median,15.720856481481482,
2022-04,recovery_time_days_median,49.47400462962963,
2022-05,recovery_time_days_median,12.925613425925926,
2022-06,recovery_time_days_median,47.13876736111111,
2022-07,recovery_time_days_median,26.788645833333334,
2022-08,recovery_time_days_median,56.02224537037037,
2022-09,recovery_time_days_median,13.197320601851853,
2022-10,recovery_time_days_median,42.93547453703704,
2022-11,recovery_time_days_median,47.66019675925926,
2022-12,recovery_time_days_median,36.83648726851852,
2023-01,recovery_time_days_median,59.31737268518519,
2023-02,recovery_time_days_median,55.66746527777778,
2023-03,recovery_time_days_median,35.06671296296296,
2023-04,recovery_time_days_median,61.818194444444444,
2023-05,recovery_time_days_median,27.275063657407408,
2023-06,recovery_time_days_median,70.21928819444445,
2023-07,recovery_time_days_median,27.95292824074074,
2023-08,recovery_time_days_median,83.13655092592592,
2023-09,recovery_time_days_median,27.048038194444445,
2023-10,recovery_time_days_median,60.799363425925925,
2023-11,recovery_time_days_median,26.26017361111111,
2023-12,recovery_time_days_median,53.89374421296296,
2024-01,recovery_time_days_median,70.13017939814816,
2024-02,recovery_time_days_median,32.08833912037037,
2024-03,recovery_time_days_median,119.09274884259258,
2024-04,recovery_time_days_median,27.828663194444445,
2024-05,recovery_time_days_median,54.18438657407407,
2024-06,recovery_time_days_median,80.53859953703704,
2024-07,recovery_time_days_median,73.3662037037037,
2024-08,recovery_time_days_median,79.23771990740741,
2024-09,recovery_time_days_median,419.6632002314815,
2024-10,recovery_time_days_median,50.85421296296296,
2024-11,recovery_time_days_median,16.398310185185185,
2024-12,recovery_time_days_median,27.636307870370374,
2025-01,recovery_time_days_median,111.1833912037037,
2025-02,recovery_time_days_median,397.65996527777776,
2025-03,recovery_time_days_median,68.7796412037037,
2025-04,recovery_time_days_median,53.23859953703704,
2025-05,recovery_time_days_median,82.00751157407407,
2025-06,recovery_time_days_median,82.02116319444445,
2025-07,recovery_time_days_median,96.77072916666667,
2025-08,recovery_time_days_median,78.52835648148148,
2025-09,recovery_time_days_median,104.44769675925926,
2025-10,recovery_time_days_median,275.45444444444445,
2025-11,recovery_time_days_median,229.01358796296296,
2025-12,recovery_time_days_median,280.14173611111113,
2022-01,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2022-02,adapted_bugfix_deployment_rate,0.8,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2022-03,adapted_bugfix_deployment_rate,0.75,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2022-04,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2022-05,adapted_bugfix_deployment_rate,0.75,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2022-06,adapted_bugfix_deployment_rate,0.8,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2022-07,adapted_bugfix_deployment_rate,0.6,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2022-08,adapted_bugfix_deployment_rate,0.6,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2022-09,adapted_bugfix_deployment_rate,0.6666666666666666,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2022-10,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2022-11,adapted_bugfix_deployment_rate,0.8571428571428571,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2022-12,adapted_bugfix_deployment_rate,0.6666666666666666,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2023-01,adapted_bugfix_deployment_rate,0.8,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2023-02,adapted_bugfix_deployment_rate,0.6666666666666666,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2023-03,adapted_bugfix_deployment_rate,0.5,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2023-04,adapted_bugfix_deployment_rate,0.4,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2023-05,adapted_bugfix_deployment_rate,0.25,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2023-06,adapted_bugfix_deployment_rate,0.3333333333333333,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2023-07,adapted_bugfix_deployment_rate,0.5,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2023-08,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2023-09,adapted_bugfix_deployment_rate,0.3,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2023-10,adapted_bugfix_deployment_rate,0.4,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2023-11,adapted_bugfix_deployment_rate,0.6666666666666666,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2023-12,adapted_bugfix_deployment_rate,0.5,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2024-01,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2024-02,adapted_bugfix_deployment_rate,0.4,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2024-03,adapted_bugfix_deployment_rate,0.25,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2024-04,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2024-05,adapted_bugfix_deployment_rate,0.3333333333333333,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2024-06,adapted_bugfix_deployment_rate,0.2857142857142857,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2024-07,adapted_bugfix_deployment_rate,0.2,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2024-08,adapted_bugfix_deployment_rate,0.375,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2024-09,adapted_bugfix_deployment_rate,0.2,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2024-10,adapted_bugfix_deployment_rate,0.29411764705882354,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2024-11,adapted_bugfix_deployment_rate,0.375,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2024-12,adapted_bugfix_deployment_rate,0.3333333333333333,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2025-01,adapted_bugfix_deployment_rate,0.42857142857142855,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2025-02,adapted_bugfix_deployment_rate,0.4,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2025-03,adapted_bugfix_deployment_rate,0.42857142857142855,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2025-04,adapted_bugfix_deployment_rate,0.16666666666666666,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2025-05,adapted_bugfix_deployment_rate,0.25,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2025-06,adapted_bugfix_deployment_rate,0.4166666666666667,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2025-07,adapted_bugfix_deployment_rate,0.2727272727272727,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2025-08,adapted_bugfix_deployment_rate,0.2,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2025-09,adapted_bugfix_deployment_rate,0.4,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2025-10,adapted_bugfix_deployment_rate,0.4,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2025-11,adapted_bugfix_deployment_rate,0.375,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2025-12,adapted_bugfix_deployment_rate,0.4,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
